order_no,created_at,amount,channel,sales_owner,invoice_required,reconcile_mismatch
SC908802,2026-08-05T11:50:00,6805.3,门店,吴倩,是,否
SC908803,2026-08-05T21:24:00,8371.77,商城,孙磊,否,否
SC908804,2026-08-05T19:09:00,6939.51,门店,赵强,否,否
SC908805,2026-08-05T11:51:00,6276.64,商城,赵强,否,否
SC908806,2026-08-05T10:38:00,8511.97,门店,孙磊,是,否
SC908807,2026-08-05T16:22:00,1218.54,商城,吴倩,否,否
SC908808,2026-08-05T10:22:00,5914.29,商城,赵强,是,否
SC908809,2026-08-05T10:11:00,6175.91,商城,孙磊,是,否
SC908810,2026-08-05T19:53:00,4238.08,商城,孙磊,是,否
SC908811,2026-08-05T20:06:00,4513.81,电话下单,吴倩,是,否
SC908812,2026-08-05T11:06:00,655.23,商城,赵强,否,否
SC908813,2026-08-05T12:13:00,479.16,商城,赵强,是,否
SC908814,2026-08-05T09:27:00,2560.9,门店,孙磊,是,否
SC908815,2026-08-05T12:54:00,2772.6,门店,吴倩,否,否
SC908816,2026-08-05T10:45:00,7683.86,商城,赵强,是,否
SC908817,2026-08-05T15:16:00,808.13,门店,吴倩,否,否
SC908818,2026-08-05T15:00:00,703.43,门店,吴倩,否,否
SC908819,2026-08-05T20:47:00,2517.88,商城,赵强,是,否
SC908820,2026-08-05T16:23:00,4691.21,门店,赵强,否,否
SC908821,2026-08-05T16:27:00,6296.92,商城,赵强,否,否
SC908822,2026-08-05T17:02:00,6264.67,商城,吴倩,是,否
SC908823,2026-08-05T16:37:00,2242.26,商城,孙磊,否,否
SC908824,2026-08-05T20:10:00,7564.86,电话下单,孙磊,否,否
SC908825,2026-08-05T14:27:00,1722.57,电话下单,赵强,是,是
SC908826,2026-08-05T16:51:00,8227.25,门店,吴倩,否,否
SC908827,2026-08-05T18:54:00,2677.08,门店,赵强,是,否
SC908828,2026-08-05T16:55:00,3549.65,电话下单,赵强,否,否
SC908829,2026-08-05T16:19:00,1598.65,商城,赵强,否,否
SC908830,2026-08-05T09:19:00,1113.3,商城,吴倩,否,否
SC908831,2026-08-05T19:50:00,6875.6,门店,孙磊,是,否
SC908832,2026-08-05T17:22:00,2514.99,商城,赵强,是,否
SC908833,2026-08-05T21:34:00,1086.3,商城,赵强,是,否
SC908834,2026-08-05T08:16:00,6148.94,商城,孙磊,是,否
SC908835,2026-08-05T09:59:00,5582.5,门店,赵强,是,是
SC908836,2026-08-05T08:24:00,3038.33,门店,赵强,是,否
SC908837,2026-08-05T12:56:00,8148.65,电话下单,吴倩,是,否
SC908838,2026-08-05T17:49:00,3897.8,门店,孙磊,是,否
SC908839,2026-08-05T08:36:00,7885.71,商城,赵强,是,否
SC908840,2026-08-06T08:44:00,1914.82,门店,孙磊,否,是
SC908841,2026-08-06T16:20:00,6379.38,商城,孙磊,否,否
SC908842,2026-08-06T10:34:00,2025.61,商城,赵强,是,否
SC908843,2026-08-06T11:39:00,5664.64,商城,吴倩,是,否
SC908844,2026-08-06T15:42:00,3655.11,商城,吴倩,否,否
SC908845,2026-08-06T13:08:00,5669.48,门店,赵强,否,否
SC908846,2026-08-06T14:02:00,3898.01,商城,吴倩,否,否
SC908847,2026-08-06T10:51:00,3556.66,商城,吴倩,是,否
SC908848,2026-08-06T08:20:00,2898.32,商城,吴倩,是,否
SC908849,2026-08-06T18:38:00,4977.3,商城,孙磊,否,否
SC908850,2026-08-06T09:27:00,6647.27,门店,吴倩,否,否
SC908851,2026-08-06T14:49:00,2481.62,商城,赵强,否,否
SC908852,2026-08-06T10:16:00,4933.24,门店,赵强,是,否
SC908853,2026-08-06T21:03:00,5249.46,电话下单,孙磊,否,否
SC908854,2026-08-06T08:45:00,7169.66,电话下单,孙磊,否,否
SC908855,2026-08-06T21:05:00,901.27,商城,赵强,否,否
SC908856,2026-08-06T20:12:00,7619.24,商城,孙磊,否,否
SC908857,2026-08-06T20:48:00,5238.65,商城,赵强,否,否
SC908858,2026-08-06T09:23:00,3714.66,门店,孙磊,否,否
SC908859,2026-08-06T20:37:00,2675.32,门店,孙磊,否,否
SC908860,2026-08-06T10:04:00,2934.73,商城,孙磊,是,否
SC908861,2026-08-06T20:41:00,4632.99,商城,赵强,是,否
SC908862,2026-08-06T12:12:00,6927.84,电话下单,吴倩,否,否
SC908863,2026-08-06T19:19:00,557.28,门店,赵强,是,否
SC908864,2026-08-06T16:31:00,2517.18,商城,吴倩,否,否
SC908865,2026-08-06T14:43:00,5404.23,商城,吴倩,否,否
SC908866,2026-08-06T19:10:00,6717.32,门店,吴倩,否,否
SC908867,2026-08-06T09:49:00,4863.06,商城,孙磊,是,否
SC908868,2026-08-06T18:02:00,2691.46,商城,赵强,否,否
SC908869,2026-08-06T17:29:00,4033.89,门店,赵强,否,否
SC908870,2026-08-06T11:36:00,2311.41,门店,赵强,否,否
SC908871,2026-08-06T13:08:00,8598.11,商城,赵强,是,否
SC908872,2026-08-06T10:44:00,1526.11,门店,孙磊,是,否
SC908873,2026-08-06T18:41:00,433.79,商城,孙磊,是,否
SC908874,2026-08-06T14:05:00,4331.78,门店,吴倩,否,否
SC908875,2026-08-06T16:12:00,2912.94,电话下单,赵强,是,否
SC908876,2026-08-06T13:07:00,339.12,商城,赵强,是,否
SC908877,2026-08-06T16:29:00,3613.54,电话下单,孙磊,是,否
SC908878,2026-08-06T08:01:00,5764.64,商城,孙磊,否,否
SC908879,2026-08-06T14:25:00,7214.34,商城,孙磊,否,否
SC908880,2026-08-06T08:10:00,6706.54,商城,孙磊,否,否
SC908881,2026-08-06T18:15:00,647.42,商城,孙磊,否,否
SC908882,2026-08-06T20:58:00,4810.82,门店,吴倩,是,否
SC908883,2026-08-06T09:56:00,4829.0,门店,赵强,否,否
SC908884,2026-08-06T21:06:00,6514.22,门店,吴倩,否,否
SC908885,2026-08-06T08:08:00,6760.55,电话下单,赵强,是,否
SC908886,2026-08-06T11:47:00,5212.15,门店,吴倩,是,否
SC908887,2026-08-06T10:49:00,4077.08,商城,孙磊,是,否
SC908888,2026-08-06T14:50:00,5994.99,商城,赵强,否,否
SC908889,2026-08-06T16:36:00,1167.31,商城,赵强,否,否
SC908890,2026-08-06T14:52:00,2570.51,商城,赵强,是,是
SC908891,2026-08-06T11:28:00,123.02,商城,吴倩,否,否
SC908892,2026-08-06T18:19:00,6728.39,商城,吴倩,否,否
SC908893,2026-08-06T13:51:00,8075.64,商城,吴倩,是,是
SC908894,2026-08-06T19:41:00,4582.51,商城,吴倩,否,是
SC908895,2026-08-06T18:07:00,1742.35,电话下单,吴倩,是,否
SC908896,2026-08-06T20:42:00,2455.34,商城,孙磊,是,否
SC908897,2026-08-06T16:50:00,2339.06,商城,吴倩,是,否
SC908898,2026-08-06T08:41:00,7747.87,商城,吴倩,否,否
SC908899,2026-08-06T11:51:00,4672.77,商城,吴倩,是,否
SC908900,2026-08-06T20:35:00,2986.97,门店,赵强,否,否
SC908901,2026-08-06T21:52:00,3744.6,门店,孙磊,是,否
SC908902,2026-08-06T11:09:00,7156.25,商城,孙磊,是,否
SC908903,2026-08-06T15:48:00,839.99,门店,吴倩,是,否
SC908904,2026-08-06T11:55:00,2281.1,门店,吴倩,否,否
SC908905,2026-08-06T11:59:00,1816.35,商城,吴倩,是,否
SC908906,2026-08-06T15:57:00,2383.11,商城,孙磊,否,否
SC908907,2026-08-06T21:01:00,240.18,门店,孙磊,是,否
SC908908,2026-08-06T15:37:00,6212.74,门店,吴倩,否,否
SC908909,2026-08-07T21:31:00,4876.11,门店,孙磊,是,否
SC908910,2026-08-07T16:33:00,6900.2,电话下单,赵强,否,否
SC908911,2026-08-07T21:54:00,3269.2,门店,孙磊,是,否
SC908912,2026-08-07T15:44:00,5922.95,商城,吴倩,否,否
SC908913,2026-08-07T14:49:00,1868.93,商城,孙磊,是,否
SC908914,2026-08-07T19:35:00,230.15,门店,孙磊,否,否
SC908915,2026-08-07T17:57:00,2810.55,门店,赵强,否,是
SC908916,2026-08-07T19:35:00,4151.99,门店,赵强,是,否
SC908917,2026-08-07T10:19:00,999.75,电话下单,吴倩,否,否
SC908918,2026-08-07T21:48:00,7471.88,商城,吴倩,否,否
SC908919,2026-08-07T14:25:00,4634.66,商城,孙磊,是,否
SC908920,2026-08-07T19:50:00,6781.31,商城,吴倩,是,否
SC908921,2026-08-07T18:25:00,7324.91,电话下单,孙磊,是,否
SC908922,2026-08-07T09:09:00,3239.24,商城,吴倩,是,否
SC908923,2026-08-07T12:24:00,6550.18,商城,孙磊,是,否
SC908924,2026-08-07T18:20:00,7181.95,电话下单,吴倩,是,是
SC908925,2026-08-07T19:07:00,6115.93,商城,赵强,否,否
SC908926,2026-08-07T15:16:00,4427.78,商城,孙磊,否,否
SC908927,2026-08-07T20:53:00,4878.46,电话下单,孙磊,否,否
SC908928,2026-08-07T16:39:00,6103.09,商城,赵强,否,否
SC908929,2026-08-07T21:45:00,6123.2,电话下单,赵强,否,否
SC908930,2026-08-07T12:22:00,252.19,商城,赵强,否,否
SC908931,2026-08-07T17:27:00,2346.97,门店,赵强,是,否
SC908932,2026-08-07T08:26:00,7127.84,门店,孙磊,否,否
SC908933,2026-08-07T08:57:00,7906.47,电话下单,赵强,是,否
SC908934,2026-08-07T11:04:00,3784.02,商城,赵强,是,否
SC908935,2026-08-07T19:26:00,6181.91,商城,吴倩,是,否
SC908936,2026-08-07T20:22:00,6828.02,商城,赵强,否,否
SC908937,2026-08-07T08:30:00,1005.88,商城,孙磊,是,否
SC908938,2026-08-07T14:14:00,4560.56,商城,赵强,是,否
SC908939,2026-08-07T16:13:00,6406.16,商城,赵强,否,否
SC908940,2026-08-07T18:52:00,160.4,商城,孙磊,否,否
SC908941,2026-08-07T20:51:00,3341.61,商城,吴倩,否,否
SC908942,2026-08-07T10:34:00,4556.54,商城,吴倩,否,否
SC908943,2026-08-07T20:52:00,8282.08,电话下单,赵强,是,否
SC908944,2026-08-07T08:57:00,2903.21,门店,赵强,是,否
SC908945,2026-08-07T15:00:00,3442.48,门店,赵强,是,否
SC908946,2026-08-07T08:00:00,1649.22,电话下单,吴倩,是,否
SC908947,2026-08-07T12:56:00,2343.93,门店,赵强,是,是
SC908948,2026-08-07T11:37:00,6367.19,商城,赵强,是,否
SC908949,2026-08-07T08:12:00,740.97,门店,孙磊,否,否
SC908950,2026-08-07T08:42:00,3195.92,门店,吴倩,是,否
SC908951,2026-08-07T21:40:00,5538.18,门店,孙磊,否,否
SC908952,2026-08-07T16:25:00,1492.16,门店,孙磊,是,否
SC908953,2026-08-07T21:14:00,8403.0,门店,吴倩,是,否
SC908954,2026-08-07T12:40:00,3628.86,门店,赵强,否,否
SC908955,2026-08-07T16:37:00,5364.57,商城,孙磊,否,否
SC908956,2026-08-07T13:46:00,4473.82,门店,吴倩,否,否
SC908957,2026-08-07T09:52:00,8378.37,门店,赵强,是,否
SC908958,2026-08-07T10:55:00,6893.14,商城,赵强,是,否
SC908959,2026-08-07T09:58:00,4924.14,电话下单,孙磊,是,否
SC908960,2026-08-07T20:49:00,5536.5,商城,孙磊,否,否
SC908961,2026-08-07T09:01:00,2855.72,电话下单,孙磊,否,否
SC908962,2026-08-07T18:19:00,121.15,商城,赵强,否,否
SC908963,2026-08-07T19:10:00,6168.94,门店,孙磊,是,否
SC908964,2026-08-07T18:48:00,8285.41,商城,吴倩,否,否
SC908965,2026-08-07T14:10:00,6079.62,商城,吴倩,否,否
SC908966,2026-08-07T18:20:00,2786.72,商城,吴倩,是,否
SC908967,2026-08-07T20:19:00,1727.61,门店,孙磊,是,否
SC908968,2026-08-07T08:59:00,1504.74,商城,吴倩,是,否
SC908969,2026-08-07T15:58:00,7968.37,商城,赵强,否,否
SC908970,2026-08-07T09:13:00,3659.28,门店,孙磊,否,否
SC908971,2026-08-07T08:57:00,2378.49,门店,吴倩,否,否
SC908972,2026-08-07T10:52:00,3250.23,门店,孙磊,否,否
SC908973,2026-08-07T18:51:00,3445.37,电话下单,吴倩,是,否
SC908974,2026-08-07T13:40:00,3103.38,门店,孙磊,是,否
SC908975,2026-08-07T15:40:00,3793.61,门店,孙磊,是,否
SC908976,2026-08-07T13:57:00,1003.12,电话下单,孙磊,是,否
SC908977,2026-08-07T08:43:00,5314.82,门店,孙磊,是,否
SC908978,2026-08-07T20:10:00,8336.15,门店,赵强,是,否
SC908979,2026-08-07T19:42:00,6480.52,商城,赵强,否,否
SC908980,2026-08-07T09:25:00,632.75,商城,赵强,是,否
SC908981,2026-08-07T16:51:00,5560.46,商城,吴倩,是,否
SC908982,2026-08-07T08:36:00,1468.8,电话下单,赵强,否,否
SC908983,2026-08-10T18:31:00,833.07,商城,赵强,否,否
SC908984,2026-08-10T20:30:00,1240.39,商城,吴倩,否,否
SC908985,2026-08-10T08:39:00,1633.35,门店,赵强,否,否
SC908986,2026-08-10T19:36:00,5453.87,商城,孙磊,是,否
SC908987,2026-08-10T18:01:00,3912.89,商城,吴倩,否,否
SC908988,2026-08-10T08:58:00,2711.5,门店,孙磊,否,否
SC908989,2026-08-10T09:47:00,2113.72,门店,孙磊,否,否
SC908990,2026-08-10T17:20:00,7495.97,商城,孙磊,是,否
SC908991,2026-08-10T12:50:00,8123.57,商城,孙磊,是,否
SC908992,2026-08-10T11:47:00,6102.32,门店,赵强,是,否
SC908993,2026-08-10T13:23:00,2259.18,电话下单,吴倩,是,是
SC908994,2026-08-10T08:26:00,1160.8,商城,孙磊,否,否
SC908995,2026-08-10T18:06:00,1097.1,商城,孙磊,是,否
SC908996,2026-08-10T09:29:00,6479.98,商城,吴倩,否,否
SC908997,2026-08-10T15:26:00,7984.33,商城,吴倩,是,否
SC908998,2026-08-10T18:15:00,4147.0,电话下单,吴倩,是,否
SC908999,2026-08-10T18:26:00,2494.31,商城,孙磊,否,否
SC909000,2026-08-10T16:00:00,3582.56,商城,吴倩,否,否
SC909001,2026-08-10T19:43:00,3381.17,商城,赵强,否,是
SC909002,2026-08-10T11:16:00,8552.34,门店,孙磊,否,否
SC909003,2026-08-10T13:01:00,2754.03,门店,赵强,是,否
SC909004,2026-08-10T20:55:00,2233.67,电话下单,吴倩,否,否
SC909005,2026-08-10T15:18:00,3933.42,门店,吴倩,是,否
SC909006,2026-08-10T10:32:00,1461.66,门店,孙磊,否,否
SC909007,2026-08-10T09:14:00,7413.44,商城,吴倩,是,否
SC909008,2026-08-10T12:26:00,1958.66,门店,赵强,是,否
SC909009,2026-08-10T12:20:00,1282.87,商城,赵强,否,否
SC909010,2026-08-10T11:52:00,2775.66,商城,孙磊,否,否
SC909011,2026-08-10T08:12:00,6373.85,门店,赵强,是,否
SC909012,2026-08-10T11:44:00,5929.89,商城,吴倩,是,否
SC909013,2026-08-10T09:52:00,6726.53,商城,孙磊,是,否
SC909014,2026-08-10T10:29:00,7993.17,商城,孙磊,是,否
SC909015,2026-08-10T19:10:00,6393.24,电话下单,孙磊,是,否
SC909016,2026-08-10T18:15:00,4719.76,电话下单,赵强,是,否
SC909017,2026-08-10T12:55:00,3633.26,门店,赵强,否,否
SC909018,2026-08-10T09:55:00,1541.92,商城,吴倩,是,否
SC909019,2026-08-10T15:34:00,5320.65,商城,赵强,是,是
SC909020,2026-08-10T09:13:00,816.79,门店,吴倩,是,否
SC909021,2026-08-10T12:17:00,7627.09,门店,孙磊,是,是
SC909022,2026-08-10T10:30:00,5308.04,商城,赵强,是,否
SC909023,2026-08-10T18:29:00,912.7,电话下单,孙磊,否,否
SC909024,2026-08-10T12:01:00,8104.27,门店,赵强,是,否
SC909025,2026-08-10T15:58:00,3276.98,商城,孙磊,是,否
SC909026,2026-08-10T09:04:00,1206.47,商城,吴倩,否,否
SC909027,2026-08-10T16:21:00,1992.06,商城,孙磊,是,否
SC909028,2026-08-10T19:45:00,7903.6,商城,赵强,否,否
SC909029,2026-08-10T15:27:00,132.51,商城,赵强,否,是
SC909030,2026-08-10T09:50:00,1897.1,商城,赵强,是,否
SC909031,2026-08-10T15:42:00,5180.85,门店,孙磊,否,否
SC909032,2026-08-10T08:13:00,1768.49,门店,孙磊,是,否
SC909033,2026-08-10T10:44:00,2026.21,门店,孙磊,是,否
SC909034,2026-08-10T14:59:00,6551.03,电话下单,赵强,是,否
SC909035,2026-08-10T10:23:00,4031.59,商城,孙磊,否,否
SC909036,2026-08-10T09:23:00,7357.82,商城,孙磊,否,否
SC909037,2026-08-10T12:12:00,1734.32,电话下单,吴倩,是,否
SC909038,2026-08-10T14:43:00,7567.16,门店,赵强,否,否
SC909039,2026-08-10T19:14:00,6908.22,门店,赵强,否,是
SC909040,2026-08-10T08:09:00,4963.53,门店,孙磊,否,否
SC909041,2026-08-10T17:21:00,1728.59,商城,吴倩,否,否
SC909042,2026-08-10T18:51:00,2226.38,电话下单,孙磊,否,否
SC909043,2026-08-10T08:26:00,3798.94,商城,赵强,否,否
SC909044,2026-08-10T16:48:00,6752.17,商城,孙磊,是,否
SC909045,2026-08-10T11:08:00,954.83,电话下单,孙磊,是,否
SC909046,2026-08-10T17:29:00,1867.89,电话下单,孙磊,否,否
SC909047,2026-08-10T20:02:00,4686.98,门店,孙磊,否,否
SC909048,2026-08-10T21:51:00,378.88,商城,赵强,否,否
SC909049,2026-08-10T09:05:00,7288.03,商城,吴倩,否,否
SC909050,2026-08-10T21:35:00,1256.31,商城,吴倩,否,否
SC909051,2026-08-10T21:31:00,2382.05,商城,赵强,是,否
SC909052,2026-08-10T21:58:00,1760.3,电话下单,赵强,是,否
SC909053,2026-08-10T16:10:00,553.09,商城,吴倩,否,否
SC909054,2026-08-10T09:44:00,3797.19,商城,吴倩,否,否
SC909055,2026-08-10T10:06:00,1594.07,商城,吴倩,否,否
SC909056,2026-08-10T21:52:00,7821.38,商城,赵强,否,否
SC909057,2026-08-10T09:19:00,7275.96,商城,孙磊,否,否
SC909058,2026-08-11T21:01:00,4769.63,商城,孙磊,否,否
SC909059,2026-08-11T16:35:00,4099.16,门店,吴倩,是,否
SC909060,2026-08-11T20:31:00,3503.69,商城,孙磊,是,否
SC909061,2026-08-11T21:42:00,5225.85,门店,赵强,是,否
SC909062,2026-08-11T09:30:00,2071.16,商城,孙磊,否,否
SC909063,2026-08-11T14:28:00,2778.89,门店,吴倩,是,否
SC909064,2026-08-11T08:18:00,5952.98,商城,赵强,否,否
SC909065,2026-08-11T09:37:00,3558.73,商城,赵强,否,否
SC909066,2026-08-11T18:19:00,8455.21,商城,赵强,否,否
SC909067,2026-08-11T08:21:00,811.36,电话下单,赵强,否,否
SC909068,2026-08-11T12:25:00,7481.86,门店,孙磊,否,否
SC909069,2026-08-11T19:46:00,1670.5,门店,孙磊,是,是
SC909070,2026-08-11T13:55:00,2445.39,商城,吴倩,否,否
SC909071,2026-08-11T21:00:00,4562.65,门店,赵强,否,否
SC909072,2026-08-11T09:37:00,2746.2,门店,赵强,是,否
SC909073,2026-08-11T15:55:00,8152.56,门店,赵强,否,否
SC909074,2026-08-11T13:34:00,1915.85,门店,吴倩,否,否
SC909075,2026-08-11T11:01:00,4235.56,商城,孙磊,否,否
SC909076,2026-08-11T08:59:00,6979.18,商城,孙磊,否,否
SC909077,2026-08-11T13:34:00,7039.02,商城,赵强,是,否
SC909078,2026-08-11T16:49:00,4414.61,门店,孙磊,是,否
SC909079,2026-08-11T11:06:00,6654.66,门店,赵强,否,是
SC909080,2026-08-11T15:07:00,7328.82,商城,吴倩,否,否
SC909081,2026-08-11T09:07:00,5815.47,商城,孙磊,是,否
SC909082,2026-08-11T09:15:00,2685.54,商城,赵强,否,是
SC909083,2026-08-11T13:59:00,1579.38,门店,吴倩,是,否
SC909084,2026-08-11T21:56:00,2430.32,商城,孙磊,是,否
SC909085,2026-08-11T18:08:00,2371.74,商城,吴倩,否,否
SC909086,2026-08-11T08:08:00,1534.86,商城,吴倩,否,是
SC909087,2026-08-11T10:31:00,7331.53,商城,孙磊,是,否
SC909088,2026-08-11T09:18:00,4426.46,商城,吴倩,是,是
SC909089,2026-08-11T11:36:00,6324.0,商城,孙磊,是,否
SC909090,2026-08-11T09:19:00,3340.74,商城,孙磊,是,否
SC909091,2026-08-11T14:38:00,2421.19,门店,赵强,是,否
SC909092,2026-08-11T09:17:00,1924.91,商城,赵强,否,否
SC909093,2026-08-11T20:24:00,8330.92,门店,赵强,是,是
SC909094,2026-08-11T19:25:00,1380.3,门店,孙磊,是,否
SC909095,2026-08-11T11:25:00,4859.94,门店,孙磊,否,否
SC909096,2026-08-11T10:00:00,2946.9,商城,孙磊,是,否
SC909097,2026-08-11T11:06:00,1493.57,商城,吴倩,否,否
SC909098,2026-08-11T14:42:00,8478.43,门店,吴倩,否,否
SC909099,2026-08-11T21:16:00,6010.16,商城,孙磊,否,是
SC909100,2026-08-11T16:50:00,5620.36,商城,赵强,是,否
SC909101,2026-08-11T15:49:00,7314.6,门店,吴倩,否,否
SC909102,2026-08-11T15:53:00,5291.28,商城,孙磊,否,是
SC909103,2026-08-11T13:25:00,3649.86,商城,孙磊,否,是
SC909104,2026-08-11T15:12:00,124.32,商城,孙磊,是,否
SC909105,2026-08-11T16:22:00,4167.17,商城,赵强,是,否
SC909106,2026-08-11T21:15:00,6062.77,门店,孙磊,否,否
SC909107,2026-08-11T18:57:00,2548.99,电话下单,赵强,是,否
SC909108,2026-08-11T16:32:00,6302.24,电话下单,孙磊,是,否
SC909109,2026-08-11T11:21:00,1635.47,商城,孙磊,否,否
SC909110,2026-08-11T10:50:00,4338.6,商城,吴倩,否,否
SC909111,2026-08-11T10:59:00,2892.64,商城,赵强,是,否
SC909112,2026-08-11T11:59:00,4348.22,商城,吴倩,否,否
SC909113,2026-08-11T13:52:00,4813.73,商城,赵强,否,是
SC909114,2026-08-11T21:29:00,4492.59,商城,吴倩,否,是
SC909115,2026-08-11T21:04:00,341.18,商城,吴倩,是,否
SC909116,2026-08-11T15:30:00,2204.68,门店,孙磊,是,否
SC909117,2026-08-11T16:44:00,3082.46,商城,吴倩,是,否
SC909118,2026-08-11T15:15:00,7864.71,商城,吴倩,否,否
SC909119,2026-08-11T19:47:00,6067.63,商城,赵强,否,否
SC909120,2026-08-11T11:41:00,5842.96,商城,吴倩,否,否
SC909121,2026-08-11T11:40:00,5838.52,门店,赵强,否,否
SC909122,2026-08-11T19:55:00,1042.3,商城,赵强,是,否
SC909123,2026-08-11T08:33:00,1219.41,电话下单,赵强,否,否
SC909124,2026-08-11T17:09:00,5509.93,商城,赵强,是,否
SC909125,2026-08-12T09:15:00,3674.37,门店,吴倩,是,否
SC909126,2026-08-12T19:57:00,7781.19,商城,赵强,否,否
SC909127,2026-08-12T14:53:00,1249.07,商城,孙磊,否,否
SC909128,2026-08-12T09:35:00,1676.09,商城,孙磊,否,否
SC909129,2026-08-12T14:06:00,4060.07,商城,孙磊,否,是
SC909130,2026-08-12T09:04:00,3987.24,门店,赵强,否,否
SC909131,2026-08-12T21:00:00,1845.33,商城,吴倩,否,否
SC909132,2026-08-12T13:23:00,7206.06,电话下单,吴倩,否,否
SC909133,2026-08-12T08:42:00,1068.52,门店,孙磊,是,否
SC909134,2026-08-12T10:10:00,2436.34,门店,赵强,否,否
SC909135,2026-08-12T17:14:00,6551.86,商城,赵强,否,是
SC909136,2026-08-12T18:13:00,5746.36,商城,吴倩,是,是
SC909137,2026-08-12T13:47:00,4492.25,商城,吴倩,否,否
SC909138,2026-08-12T16:21:00,5290.0,门店,吴倩,是,否
SC909139,2026-08-12T19:07:00,7141.28,电话下单,赵强,否,否
SC909140,2026-08-12T15:21:00,5458.37,电话下单,赵强,否,否
SC909141,2026-08-12T18:23:00,7159.96,门店,吴倩,否,是
SC909142,2026-08-12T12:39:00,2929.27,门店,孙磊,否,否
SC909143,2026-08-12T10:18:00,1401.02,门店,孙磊,是,否
SC909144,2026-08-12T20:16:00,4221.17,门店,赵强,否,否
SC909145,2026-08-12T12:10:00,1289.58,商城,孙磊,是,否
SC909146,2026-08-12T14:09:00,654.2,商城,孙磊,否,否
SC909147,2026-08-12T19:00:00,3248.44,门店,吴倩,是,否
SC909148,2026-08-12T08:06:00,5099.92,商城,吴倩,是,否
SC909149,2026-08-12T19:06:00,956.72,商城,孙磊,否,否
SC909150,2026-08-12T15:44:00,5196.73,商城,赵强,否,否
SC909151,2026-08-12T11:42:00,7440.55,门店,吴倩,是,否
SC909152,2026-08-12T13:59:00,6051.28,商城,孙磊,是,否
SC909153,2026-08-12T17:59:00,348.98,商城,赵强,是,否
SC909154,2026-08-12T18:33:00,7966.98,商城,赵强,是,否
SC909155,2026-08-12T14:22:00,663.43,门店,孙磊,是,否
SC909156,2026-08-12T13:43:00,4828.89,商城,赵强,是,否
SC909157,2026-08-12T12:08:00,4664.37,商城,吴倩,否,否
SC909158,2026-08-12T19:28:00,457.12,商城,吴倩,否,否
SC909159,2026-08-12T18:15:00,3489.94,商城,吴倩,是,否
SC909160,2026-08-12T20:15:00,1309.08,门店,赵强,是,否
SC909161,2026-08-12T09:50:00,708.11,电话下单,孙磊,否,否
SC909162,2026-08-12T12:43:00,4297.68,商城,吴倩,否,是
SC909163,2026-08-12T19:11:00,161.94,电话下单,吴倩,是,否
SC909164,2026-08-12T08:06:00,5790.46,门店,赵强,是,否
SC909165,2026-08-12T20:58:00,4436.01,门店,吴倩,否,否
SC909166,2026-08-12T13:12:00,8069.4,门店,孙磊,否,否
SC909167,2026-08-12T15:42:00,3576.14,门店,赵强,否,否
SC909168,2026-08-12T19:14:00,4861.92,商城,赵强,否,否
SC909169,2026-08-12T18:02:00,5768.1,门店,吴倩,否,否
SC909170,2026-08-12T20:43:00,1722.2,商城,孙磊,否,是
SC909171,2026-08-12T20:19:00,1704.23,商城,赵强,是,否
SC909172,2026-08-12T15:03:00,2500.11,商城,吴倩,否,是
SC909173,2026-08-12T12:38:00,5573.28,商城,赵强,是,否
SC909174,2026-08-12T13:18:00,3645.89,门店,孙磊,否,否
SC909175,2026-08-12T17:13:00,6288.94,商城,吴倩,是,否
SC909176,2026-08-12T17:13:00,1499.01,商城,赵强,是,是
SC909177,2026-08-12T15:40:00,4336.78,电话下单,吴倩,否,否
SC909178,2026-08-12T13:15:00,999.83,商城,吴倩,是,是
SC909179,2026-08-12T10:02:00,2457.84,门店,孙磊,否,否
SC909180,2026-08-12T21:23:00,3457.96,电话下单,孙磊,是,否
SC909181,2026-08-12T09:46:00,2136.22,门店,赵强,是,否
SC909182,2026-08-12T16:19:00,8550.47,商城,赵强,否,否
SC909183,2026-08-12T11:26:00,7371.75,商城,吴倩,否,是
SC909184,2026-08-12T12:42:00,1222.2,商城,吴倩,是,否
SC909185,2026-08-12T18:57:00,8472.35,商城,赵强,否,否
SC909186,2026-08-12T13:55:00,7413.27,商城,孙磊,是,否
SC909187,2026-08-12T21:54:00,2297.46,商城,吴倩,是,否
SC909188,2026-08-12T13:34:00,8510.16,门店,孙磊,是,否
SC909189,2026-08-12T21:43:00,5224.23,门店,吴倩,是,否
SC909190,2026-08-13T08:56:00,4683.94,商城,吴倩,是,否
SC909191,2026-08-13T19:21:00,5266.94,商城,赵强,是,否
SC909192,2026-08-13T11:47:00,6201.55,门店,孙磊,否,否
SC909193,2026-08-13T09:51:00,3582.2,门店,吴倩,是,否
SC909194,2026-08-13T16:19:00,1546.55,商城,吴倩,是,否
SC909195,2026-08-13T21:41:00,7240.12,商城,吴倩,否,否
SC909196,2026-08-13T10:08:00,740.52,电话下单,孙磊,是,否
SC909197,2026-08-13T09:16:00,1777.07,门店,吴倩,是,否
SC909198,2026-08-13T19:33:00,1798.11,门店,赵强,否,否
SC909199,2026-08-13T13:14:00,3309.06,商城,孙磊,是,否
SC909200,2026-08-13T13:34:00,3245.67,商城,赵强,是,否
SC909201,2026-08-13T19:05:00,1464.8,商城,吴倩,是,否
SC909202,2026-08-13T10:23:00,2584.43,电话下单,赵强,否,否
